cenario,modulo,datahora_sinal,datahora_entrada,datahora_saida,direcao,take,stop,pontos,resultado
COMPILADO_COM_2052,EMAADX_BUY,2024-09-22 20:52:00,2024-09-22 20:54:00,2024-09-22 21:48:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-09-23 03:50:00,2024-09-23 03:52:00,2024-09-23 04:04:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2024-09-24 03:48:00,2024-09-24 03:50:00,2024-09-24 05:16:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-09-25 03:50:00,2024-09-25 03:52:00,2024-09-25 10:34:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2024-09-25 20:52:00,2024-09-25 20:54:00,2024-09-25 23:48:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-09-26 03:50:00,2024-09-26 03:52:00,2024-09-26 08:30:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-09-26 20:52:00,2024-09-26 20:54:00,2024-09-27 00:08:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-09-27 03:50:00,2024-09-27 03:52:00,2024-09-27 09:30:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2024-09-29 20:52:00,2024-09-29 20:54:00,2024-09-29 23:34:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_BUY,2024-09-30 10:30:00,2024-09-30 10:32:00,2024-09-30 15:20:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_2058_BUY,2024-10-02 20:58:00,2024-10-02 21:00:00,2024-10-03 00:36:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_BUY,2024-10-07 10:30:00,2024-10-07 10:32:00,2024-10-07 15:30:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_2058_BUY,2024-10-09 20:58:00,2024-10-09 21:00:00,2024-10-10 09:40:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_SELL,2024-10-11 10:30:00,2024-10-11 10:32:00,2024-10-11 11:16:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_BUY,2024-10-14 10:30:00,2024-10-14 10:32:00,2024-10-14 10:34:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-10-15 03:50:00,2024-10-15 03:52:00,2024-10-15 11:20:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-10-16 20:52:00,2024-10-16 20:54:00,2024-10-17 03:30:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2024-10-17 03:50:00,2024-10-17 03:52:00,2024-10-17 07:12:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-10-18 03:50:00,2024-10-18 03:52:00,2024-10-18 08:24:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2024-10-21 03:48:00,2024-10-21 03:50:00,2024-10-21 10:36:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2024-10-22 03:48:00,2024-10-22 03:50:00,2024-10-22 11:06:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2024-10-28 10:30:00,2024-10-28 10:32:00,2024-10-28 11:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2024-10-29 03:48:00,2024-10-29 03:50:00,2024-10-29 11:24:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-10-30 03:50:00,2024-10-30 03:52:00,2024-10-30 10:30:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_SELL,2024-10-30 20:52:00,2024-10-30 20:54:00,2024-10-31 03:24:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-10-31 03:50:00,2024-10-31 03:52:00,2024-10-31 04:12:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-11-01 03:50:00,2024-11-01 03:52:00,2024-11-01 11:10:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_BUY,2024-11-04 10:30:00,2024-11-04 10:32:00,2024-11-04 11:34:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2024-11-05 03:48:00,2024-11-05 03:50:00,2024-11-05 08:46:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-11-06 20:52:00,2024-11-06 20:54:00,2024-11-07 02:32:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-11-08 03:50:00,2024-11-08 03:52:00,2024-11-08 07:30:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2024-11-08 10:30:00,2024-11-08 10:32:00,2024-11-10 20:06:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2024-11-10 20:52:00,2024-11-10 20:54:00,2024-11-11 11:50:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2024-11-12 03:48:00,2024-11-12 03:50:00,2024-11-12 11:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-11-12 20:52:00,2024-11-12 20:54:00,2024-11-13 03:16:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-11-15 03:50:00,2024-11-15 03:52:00,2024-11-15 05:20:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2024-11-15 10:30:00,2024-11-15 10:32:00,2024-11-15 11:18:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_2058_BUY,2024-11-17 20:58:00,2024-11-17 21:00:00,2024-11-17 21:52:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2024-11-18 03:48:00,2024-11-18 03:50:00,2024-11-18 10:12:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2024-11-19 03:48:00,2024-11-19 03:50:00,2024-11-19 05:40:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2024-11-20 03:50:00,2024-11-20 03:52:00,2024-11-20 11:34:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_2058_BUY,2024-11-20 20:58:00,2024-11-20 21:00:00,2024-11-20 22:14:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2024-11-24 20:52:00,2024-11-24 20:54:00,2024-11-25 10:44:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-11-25 20:52:00,2024-11-25 20:54:00,2024-11-25 22:02:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2024-11-26 03:48:00,2024-11-26 03:50:00,2024-11-26 11:04:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2024-11-29 10:30:00,2024-11-29 10:32:00,2024-11-29 12:10:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2024-12-02 03:48:00,2024-12-02 03:50:00,2024-12-02 09:10:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2024-12-02 10:30:00,2024-12-02 10:32:00,2024-12-02 11:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2024-12-03 03:48:00,2024-12-03 03:50:00,2024-12-03 17:54:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-12-03 20:52:00,2024-12-03 20:54:00,2024-12-04 05:58:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-12-08 20:52:00,2024-12-08 20:54:00,2024-12-09 12:28:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2024-12-12 20:52:00,2024-12-12 20:54:00,2024-12-13 07:02:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-12-15 20:52:00,2024-12-15 20:54:00,2024-12-16 06:46:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2024-12-16 10:30:00,2024-12-16 10:32:00,2024-12-16 11:52:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-12-17 03:50:00,2024-12-17 03:52:00,2024-12-17 05:00:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2024-12-18 03:50:00,2024-12-18 03:52:00,2024-12-18 11:00:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2024-12-20 03:50:00,2024-12-20 03:52:00,2024-12-20 05:38:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-01-01 20:52:00,2025-01-01 20:54:00,2025-01-01 21:16:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-01-02 03:50:00,2025-01-02 03:52:00,2025-01-02 08:46:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2025-01-03 10:30:00,2025-01-03 10:32:00,2025-01-03 11:38:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_2058_BUY,2025-01-05 20:58:00,2025-01-05 21:00:00,2025-01-06 04:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-01-08 03:50:00,2025-01-08 03:52:00,2025-01-08 08:30:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-01-09 20:52:00,2025-01-09 20:54:00,2025-01-09 21:16:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-01-10 03:50:00,2025-01-10 03:52:00,2025-01-10 08:12:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_SELL,2025-01-10 10:30:00,2025-01-10 10:32:00,2025-01-10 10:32:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-01-13 20:52:00,2025-01-13 20:54:00,2025-01-14 05:40:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-01-15 20:52:00,2025-01-15 20:54:00,2025-01-16 04:04:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-01-20 03:48:00,2025-01-20 03:50:00,2025-01-20 10:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-01-20 10:30:00,2025-01-20 10:32:00,2025-01-20 10:52:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-01-20 20:54:00,2025-01-20 20:56:00,2025-01-20 21:50:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2025-01-21 03:48:00,2025-01-21 03:50:00,2025-01-21 04:44:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-01-23 03:50:00,2025-01-23 03:52:00,2025-01-23 05:30:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-01-26 20:52:00,2025-01-26 20:54:00,2025-01-26 21:38:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-01-27 03:50:00,2025-01-27 03:52:00,2025-01-27 04:16:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-01-27 10:30:00,2025-01-27 10:32:00,2025-01-27 11:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-01-28 03:48:00,2025-01-28 03:50:00,2025-01-28 04:18:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-01-29 03:50:00,2025-01-29 03:52:00,2025-01-29 11:32:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_SELL,2025-01-30 03:50:00,2025-01-30 03:52:00,2025-01-30 09:18:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-01-31 03:50:00,2025-01-31 03:52:00,2025-01-31 11:30:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-02-02 20:52:00,2025-02-02 20:54:00,2025-02-02 21:22:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-02-03 03:48:00,2025-02-03 03:50:00,2025-02-03 04:48:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-02-03 10:30:00,2025-02-03 10:32:00,2025-02-03 11:38:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-02-05 03:50:00,2025-02-05 03:52:00,2025-02-05 05:42:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_2058_BUY,2025-02-05 20:58:00,2025-02-05 21:00:00,2025-02-06 02:18:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2025-02-07 10:30:00,2025-02-07 10:32:00,2025-02-07 11:32:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-02-09 20:52:00,2025-02-09 20:54:00,2025-02-09 21:56:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-02-10 03:50:00,2025-02-10 03:52:00,2025-02-10 11:44:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_SELL,2025-02-10 20:52:00,2025-02-10 20:54:00,2025-02-11 04:58:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-02-12 20:52:00,2025-02-12 20:54:00,2025-02-13 05:24:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_2058_BUY,2025-02-16 20:58:00,2025-02-16 21:00:00,2025-02-16 23:12:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-02-18 03:48:00,2025-02-18 03:50:00,2025-02-18 11:46:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_SELL,2025-02-19 20:52:00,2025-02-19 20:54:00,2025-02-19 22:50:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-02-21 03:50:00,2025-02-21 03:52:00,2025-02-21 09:22:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-02-23 20:52:00,2025-02-23 20:54:00,2025-02-24 06:24:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-02-24 20:52:00,2025-02-24 20:54:00,2025-02-25 04:52:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-02-27 03:50:00,2025-02-27 03:52:00,2025-02-27 05:58:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-03-02 20:52:00,2025-03-02 20:54:00,2025-03-02 21:36:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2025-03-03 03:48:00,2025-03-03 03:50:00,2025-03-03 08:58:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-03-07 03:50:00,2025-03-07 03:52:00,2025-03-07 10:30:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_SELL,2025-03-07 10:30:00,2025-03-07 10:32:00,2025-03-07 10:32:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-03-09 20:52:00,2025-03-09 20:54:00,2025-03-09 23:36:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_1030_BUY,2025-03-10 10:30:00,2025-03-10 10:32:00,2025-03-10 10:54:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_SELL,2025-03-10 20:52:00,2025-03-10 20:54:00,2025-03-10 21:44:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-03-12 20:52:00,2025-03-12 20:54:00,2025-03-13 00:06:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2025-03-17 03:48:00,2025-03-17 03:50:00,2025-03-17 05:48:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-03-17 20:52:00,2025-03-17 20:54:00,2025-03-17 22:30:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-03-18 03:48:00,2025-03-18 03:50:00,2025-03-18 05:24:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-03-19 20:52:00,2025-03-19 20:54:00,2025-03-20 00:02:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-03-20 03:50:00,2025-03-20 03:52:00,2025-03-20 06:28:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2025-03-21 10:30:00,2025-03-21 10:32:00,2025-03-21 17:00:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-03-23 20:52:00,2025-03-23 20:54:00,2025-03-23 21:26:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-03-24 03:48:00,2025-03-24 03:50:00,2025-03-24 05:02:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-03-24 10:30:00,2025-03-24 10:32:00,2025-03-24 10:38:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-03-25 20:52:00,2025-03-25 20:54:00,2025-03-26 10:46:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_2058_BUY,2025-03-26 20:58:00,2025-03-26 21:00:00,2025-03-26 23:04:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-03-28 03:50:00,2025-03-28 03:52:00,2025-03-28 04:42:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-03-30 20:52:00,2025-03-30 20:54:00,2025-03-30 21:12:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-04-01 03:48:00,2025-04-01 03:50:00,2025-04-01 04:04:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-04-02 20:52:00,2025-04-02 20:54:00,2025-04-02 21:16:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2025-04-08 03:48:00,2025-04-08 03:50:00,2025-04-08 04:20:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-04-08 20:52:00,2025-04-08 20:54:00,2025-04-08 21:08:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-04-09 03:50:00,2025-04-09 03:52:00,2025-04-09 03:54:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-04-10 20:52:00,2025-04-10 20:54:00,2025-04-10 21:02:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-04-14 03:48:00,2025-04-14 03:50:00,2025-04-14 05:00:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-04-14 10:30:00,2025-04-14 10:32:00,2025-04-14 10:40:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_SELL,2025-04-15 20:52:00,2025-04-15 20:54:00,2025-04-15 21:32:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-04-16 03:50:00,2025-04-16 03:52:00,2025-04-16 05:26:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_2058_BUY,2025-04-20 20:58:00,2025-04-20 21:00:00,2025-04-20 21:20:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-04-21 03:48:00,2025-04-21 03:50:00,2025-04-21 08:24:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-04-21 20:52:00,2025-04-21 20:54:00,2025-04-21 22:22:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-04-22 03:48:00,2025-04-22 03:50:00,2025-04-22 03:54:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_2058_BUY,2025-04-23 20:58:00,2025-04-23 21:00:00,2025-04-24 01:14:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2025-04-28 03:48:00,2025-04-28 03:50:00,2025-04-28 06:52:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-04-28 10:30:00,2025-04-28 10:32:00,2025-04-28 10:42:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-04-28 20:52:00,2025-04-28 20:54:00,2025-04-28 22:42:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-04-30 03:50:00,2025-04-30 03:52:00,2025-04-30 05:14:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_2058_BUY,2025-04-30 20:58:00,2025-04-30 21:00:00,2025-05-01 00:34:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-05-04 20:52:00,2025-05-04 20:54:00,2025-05-04 22:40:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-05-05 10:30:00,2025-05-05 10:32:00,2025-05-05 10:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-05-06 03:48:00,2025-05-06 03:50:00,2025-05-06 05:20:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_2058_BUY,2025-05-07 20:58:00,2025-05-07 21:00:00,2025-05-07 21:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-05-09 03:50:00,2025-05-09 03:52:00,2025-05-09 08:10:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-05-13 20:52:00,2025-05-13 20:54:00,2025-05-14 03:56:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_2058_BUY,2025-05-14 20:58:00,2025-05-14 21:00:00,2025-05-15 05:04:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-05-15 20:52:00,2025-05-15 20:54:00,2025-05-16 05:04:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2025-05-16 10:30:00,2025-05-16 10:32:00,2025-05-16 11:34:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-05-18 20:52:00,2025-05-18 20:54:00,2025-05-18 21:36:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2025-05-19 03:48:00,2025-05-19 03:50:00,2025-05-19 10:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-05-19 10:30:00,2025-05-19 10:32:00,2025-05-19 10:36:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-05-19 20:52:00,2025-05-19 20:54:00,2025-05-20 02:58:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_COM_2052,DMI3_0348_BUY,2025-05-20 03:48:00,2025-05-20 03:50:00,2025-05-20 04:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-05-21 03:50:00,2025-05-21 03:52:00,2025-05-21 07:00:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2025-05-23 10:30:00,2025-05-23 10:32:00,2025-05-23 11:12:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-05-25 20:52:00,2025-05-25 20:54:00,2025-05-25 23:26:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-05-26 03:48:00,2025-05-26 03:50:00,2025-05-26 09:20:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-05-26 10:30:00,2025-05-26 10:32:00,2025-05-26 23:16:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_COM_2052,EMAADX_BUY,2025-05-27 03:50:00,2025-05-27 03:52:00,2025-05-27 04:28:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_BUY,2025-05-28 20:52:00,2025-05-28 20:54:00,2025-05-28 21:46:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-05-29 03:50:00,2025-05-29 03:52:00,2025-05-29 07:24:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-05-29 20:52:00,2025-05-29 20:54:00,2025-05-29 22:04:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,EMAADX_SELL,2025-05-30 03:50:00,2025-05-30 03:52:00,2025-05-30 09:08:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_COM_2052,DMI3_1030_BUY,2025-06-02 10:30:00,2025-06-02 10:32:00,2025-06-02 10:32:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-06-03 03:48:00,2025-06-03 03:50:00,2025-06-03 08:36:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_2058_BUY,2025-06-08 20:58:00,2025-06-08 21:00:00,2025-06-09 08:32:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_0348_BUY,2025-06-10 03:48:00,2025-06-10 03:50:00,2025-06-10 09:48:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_COM_2052,DMI3_1030_SELL,2025-06-13 10:30:00,2025-06-13 10:32:00,2025-06-13 10:58:00,SELL,45.5,117.0,45.5,TAKE
