tokens,qtd_tokens,d365_trades,d365_winrate,d365_pnl_usd,d365_max_drawdown_usd,d365_profit_factor,d90_trades,d90_winrate,d90_pnl_usd,d90_max_drawdown_usd,d90_profit_factor,d30_trades,d30_winrate,d30_pnl_usd,d30_max_drawdown_usd,d30_profit_factor,score_robustez
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,223,73.99103139013454,5972.5,-1436.5,1.573176583493282,64,78.125,1802.5,-633.0,1.5717684377478192,20,70.0,10.0,-500.0,1.0071225071225072,20.914529722506735
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,223,73.99103139013454,5882.5,-1252.5,1.5580590076842804,66,77.27272727272727,1669.5,-468.0,1.4929868595895468,21,71.42857142857143,111.0,-463.0,1.079059829059829,21.02222708176267
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,173,73.98843930635837,4561.5,-1049.5,1.5591443981367983,48,81.25,1861.5,-468.0,1.938965952080706,17,82.35294117647058,712.0,-468.0,2.0142450142450143,20.650135387596166
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,173,73.98843930635837,4355.5,-825.0,1.5195943930808231,50,78.0,1270.0,-468.0,1.4933954933954934,17,76.47058823529412,377.0,-468.0,1.4027777777777777,20.172467735481366
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,173,73.98843930635837,4535.5,-734.0,1.552099817407182,52,76.92307692307693,1260.5,-734.0,1.4695474017507917,21,71.42857142857143,111.0,-601.0,1.079059829059829,20.170026165625437
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,173,73.98843930635837,4660.0,-811.5,1.5940467843712156,55,76.36363636363637,1105.0,-697.0,1.3632478632478633,20,70.0,10.0,-697.0,1.0071225071225072,20.159572533188875
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,12,296,73.98648648648648,7636.0,-1017.5,1.5373491432391542,87,75.86206896551724,1780.5,-862.0,1.3716731030163867,30,70.0,15.0,-633.0,1.0071225071225072,22.847601240163662
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,5,123,73.98373983739837,2909.0,-1201.0,1.4715895274377888,34,85.29411764705883,1882.5,-266.0,2.798853320592451,11,81.81818181818183,441.0,-266.0,1.9423076923076923,18.93357848443966
03:48|BUY|Monday ; 10:30|BUY|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,5,123,73.98373983739837,3213.5,-835.0,1.57073084095551,39,82.05128205128204,1717.5,-500.0,2.134037636183559,14,71.42857142857143,74.0,-500.0,1.079059829059829,19.02159749868802
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,9,246,73.98373983739837,6402.0,-1000.5,1.5468289557975656,71,76.05633802816901,1504.5,-835.0,1.3903229990919703,26,73.07692307692307,281.0,-835.0,1.1715506715506716,21.80336599479201
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,8,196,73.9795918367347,4900.5,-962.0,1.5105751198166284,55,78.18181818181819,1658.5,-665.0,1.6178059228906687,19,73.68421052631578,244.0,-500.0,1.2085470085470085,20.440335738896795
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,8,196,73.9795918367347,4749.5,-877.5,1.48873224943404,57,77.19298245614034,1525.5,-734.0,1.5227000171320884,20,70.0,10.0,-734.0,1.0071225071225072,20.118340555914525
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,11,269,73.97769516728626,7060.0,-1017.5,1.5530098304155406,78,79.48717948717949,2546.5,-729.0,1.7033558900704322,27,74.07407407407408,382.0,-633.0,1.2332112332112333,22.67134202520684
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,11,269,73.97769516728626,7364.5,-963.0,1.6022406672936174,83,78.3132530120482,2381.5,-963.0,1.582487464840406,30,70.0,15.0,-867.0,1.0071225071225072,22.817172834624653
03:48|BUY|Monday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,3,73,73.97260273972603,2159.5,-468.0,1.681552785229604,23,82.6086956521739,888.0,-234.0,1.9487179487179487,8,75.0,138.0,-234.0,1.294871794871795,18.6507478418109
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,219,73.97260273972603,5826.0,-1000.5,1.5676426170409705,62,80.64516129032258,2270.5,-468.0,1.845781337306761,23,78.26086956521739,648.0,-468.0,1.5538461538461539,21.735704433790573
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,219,73.97260273972603,5813.0,-797.0,1.5639582828037837,63,74.60317460317461,1031.5,-734.0,1.2849053998066566,22,72.72727272727273,212.0,-734.0,1.150997150997151,21.343740923298753
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,146,73.97260273972603,3425.5,-601.0,1.4656426289675797,43,74.4186046511628,563.0,-468.0,1.2187257187257188,15,73.33333333333333,175.0,-468.0,1.186965811965812,19.074999802164992
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,219,73.97260273972603,5472.0,-948.5,1.5122876000561718,64,73.4375,797.5,-835.0,1.2069010247762355,24,70.83333333333334,79.0,-835.0,1.0482295482295483,20.646589540695444
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,242,73.96694214876032,6130.0,-879.5,1.5221242706869385,71,77.46478873239437,1839.5,-830.0,1.5080789946140036,25,72.0,180.0,-734.0,1.10989010989011,21.64255792218269
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,7,169,73.96449704142012,4173.5,-1069.5,1.5044114092337442,48,83.33333333333334,2291.5,-376.5,2.3105519016299687,17,76.47058823529412,377.0,-266.0,1.4027777777777777,19.995057191807128
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,7,169,73.96449704142012,4478.0,-734.0,1.578852119958635,53,81.13207547169812,2126.5,-564.0,1.959395443266411,20,70.0,10.0,-564.0,1.0071225071225072,20.275905597685558
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,7,169,73.96449704142012,3970.5,-1049.5,1.4631941203919738,48,75.0,951.5,-903.5,1.35444216800149,17,70.58823529411765,42.0,-601.0,1.035897435897436,19.060055589239873
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday,4,96,73.95833333333334,2524.5,-586.0,1.5546523124244755,26,84.61538461538461,1286.0,-500.0,2.373931623931624,6,83.33333333333334,271.0,-234.0,2.158119658119658,19.28642154319371
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|SELL|Monday,7,192,73.95833333333334,5846.5,-974.0,1.728944579514993,52,84.61538461538461,2600.5,-500.0,2.487274806977409,15,73.33333333333333,175.0,-367.0,1.186965811965812,21.894713810284227
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,192,73.95833333333334,5237.0,-696.0,1.5908501156428048,54,79.62962962962963,1797.5,-468.0,1.7335237706590492,19,78.94736842105263,579.0,-468.0,1.6185897435897436,21.45653335151025
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,192,73.95833333333334,4896.0,-847.5,1.5300135317997294,55,78.18181818181819,1563.5,-532.0,1.5824175824175823,21,76.19047619047619,446.0,-468.0,1.3811965811965812,20.69296158374778
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,11,288,73.95833333333334,7407.5,-1000.0,1.535494831200752,82,75.60975609756098,1610.5,-825.0,1.353451113793482,26,73.07692307692307,281.0,-734.0,1.1715506715506716,22.773162123258288
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,192,73.95833333333334,4690.0,-1202.5,1.4956668780384696,57,75.43859649122807,972.0,-766.0,1.2967032967032968,21,71.42857142857143,111.0,-601.0,1.079059829059829,19.72235860736178
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,192,73.95833333333334,4883.0,-916.5,1.526100307062436,56,71.42857142857143,324.5,-734.0,1.0896285043502278,20,70.0,10.0,-734.0,1.0071225071225072,19.959862211824344
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,215,73.95348837209302,6141.5,-949.5,1.6367547952306896,62,79.03225806451613,1935.5,-601.0,1.663183142025013,19,73.68421052631578,244.0,-399.0,1.2085470085470085,21.859927061981587
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,119,73.94957983193278,3424.0,-835.5,1.6492226014410314,37,81.08108108108108,1297.0,-532.0,1.791819291819292,14,71.42857142857143,74.0,-367.0,1.079059829059829,19.258163210116937
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|SELL|Monday,5,119,73.94957983193278,3334.0,-475.0,1.6179796107506952,39,79.48717948717949,1164.0,-468.0,1.6217948717948718,15,73.33333333333333,175.0,-431.0,1.186965811965812,19.51296323496961
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,261,73.9463601532567,6831.5,-874.0,1.5514165792235046,73,79.45205479452055,2376.5,-500.0,1.7017569762291451,23,78.26086956521739,648.0,-500.0,1.5538461538461539,22.78919881253608
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,261,73.9463601532567,7136.0,-747.5,1.6021432790481815,78,78.2051282051282,2211.5,-734.0,1.5737449734077054,26,73.07692307692307,281.0,-734.0,1.1715506715506716,22.949381858476418
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,261,73.9463601532567,6477.5,-1101.0,1.5057780901069728,75,73.33333333333333,903.5,-926.0,1.1982881597717547,24,70.83333333333334,79.0,-830.0,1.0482295482295483,21.485247438765978
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,6,142,73.94366197183099,3584.5,-968.0,1.5214576665696828,40,82.5,1818.5,-234.0,2.2007263123142953,13,76.92307692307693,308.0,-234.0,1.4387464387464388,19.50347770990663
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,6,142,73.94366197183099,3243.5,-1170.0,1.4475027593818985,41,80.48780487804879,1584.5,-477.5,1.906205318844724,15,73.33333333333333,175.0,-266.0,1.186965811965812,18.606425867134107
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,5,142,73.94366197183099,3982.0,-1100.0,1.614838261406624,39,76.92307692307693,1047.5,-601.0,1.5283732660781841,11,72.72727272727273,106.0,-601.0,1.150997150997151,19.373721941107206
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,12,307,73.9413680781759,7742.0,-1251.5,1.5191617770326906,89,74.15730337078652,1312.5,-1192.0,1.2495958923647428,30,70.0,15.0,-862.0,1.0071225071225072,22.611663753389603
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,165,73.93939393939394,4307.0,-815.5,1.5495374800637958,47,76.59574468085107,1090.5,-477.5,1.445011222199551,17,76.47058823529412,377.0,-468.0,1.4027777777777777,20.08829351981045
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,188,73.93617021276596,5565.5,-816.5,1.6786367516156566,53,84.90566037735849,2701.5,-367.0,2.5450386045181586,16,81.25,611.0,-266.0,1.8703703703703705,22.129036791760175
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,7,188,73.93617021276596,4521.0,-936.0,1.484021198008672,52,76.92307692307693,1355.5,-936.0,1.5049357422238778,16,75.0,276.0,-936.0,1.294871794871795,20.058792065439114
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,188,73.93617021276596,5211.5,-1049.5,1.604652511892331,55,76.36363636363637,1228.5,-601.0,1.4209354120267261,17,70.58823529411765,42.0,-463.0,1.035897435897436,20.507863116056626
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,211,73.93364928909952,5772.0,-847.5,1.5977940034177411,59,83.05084745762711,2619.5,-367.0,2.1818181818181817,22,72.72727272727273,212.0,-367.0,1.150997150997151,21.704564941572688
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,211,73.93364928909952,5483.5,-867.0,1.5560513106525375,64,79.6875,2232.5,-596.0,1.7649477471303752,20,70.0,10.0,-596.0,1.0071225071225072,21.05029123956249
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,211,73.93364928909952,5571.5,-1000.5,1.5603439605752791,61,77.04918032786885,1499.5,-734.0,1.475654242664552,23,73.91304347826086,313.0,-601.0,1.2229344729344729,21.072820079791715
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,234,73.93162393162393,5901.5,-980.5,1.5193610842207164,66,77.27272727272727,1669.5,-601.0,1.4929868595895468,21,76.19047619047619,446.0,-601.0,1.3811965811965812,21.506683650543284
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,234,73.93162393162393,6206.0,-949.5,1.5733025404157044,71,76.05633802816901,1504.5,-835.0,1.3903229990919703,24,70.83333333333334,79.0,-835.0,1.0482295482295483,21.567448501653217
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,11,280,73.92857142857143,7166.0,-1251.5,1.5320562794669041,80,77.5,2078.5,-931.0,1.508377155435979,27,74.07407407407408,382.0,-734.0,1.2332112332112333,22.41811712602775
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,11,280,73.92857142857143,7470.5,-1165.0,1.57774254669193,85,76.47058823529412,1913.5,-1165.0,1.4199495226599363,30,70.0,15.0,-968.0,1.0071225071225072,22.59962910131378
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,4,115,73.91304347826086,3406.0,-967.0,1.6768007948335817,30,86.66666666666667,1813.5,-234.0,3.232,8,87.5,473.0,-234.0,3.0213675213675213,20.215438475993004
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,6,161,73.91304347826086,3945.0,-1128.0,1.4995884252516938,43,83.72093023255815,2121.5,-468.0,2.400792340706504,13,84.61538461538461,643.0,-468.0,2.373931623931624,20.124708515474918
03:48|BUY|Tuesday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,5,138,73.91304347826086,3612.5,-1100.0,1.5568829967627562,36,83.33333333333334,1731.5,-468.0,2.352206169465053,14,71.42857142857143,74.0,-468.0,1.079059829059829,19.198782582684082
03:48|BUY|Monday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,161,73.91304347826086,4635.5,-916.5,1.6460627177700349,46,82.6086956521739,1994.5,-367.0,2.1406920217329137,14,78.57142857142857,409.0,-367.0,1.5826210826210827,20.815373276776246
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,8,207,73.91304347826086,5207.0,-1081.5,1.5200499375780274,55,81.81818181818183,2310.5,-532.0,2.0424092036995263,18,72.22222222222221,143.0,-532.0,1.1222222222222222,20.73887448742432
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,207,73.91304347826086,5900.0,-985.5,1.6357416087495287,60,81.66666666666667,2403.5,-697.0,1.9808202407671904,20,75.0,345.0,-500.0,1.294871794871795,21.774879289908952
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,161,73.91304347826086,4249.5,-734.0,1.5774954134674186,48,81.25,1956.5,-702.0,1.9868852459016393,16,75.0,276.0,-702.0,1.294871794871795,20.296799761293506
03:48|BUY|Monday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,184,73.91304347826086,4842.0,-1049.5,1.5610985572744656,52,80.76923076923077,1912.5,-468.0,1.862846830588766,20,70.0,10.0,-468.0,1.0071225071225072,20.283364443562093
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,4,92,73.91304347826086,2835.0,-537.5,1.7318017552916882,29,79.3103448275862,824.0,-367.0,1.586894586894587,10,70.0,5.0,-234.0,1.0071225071225072,18.886123344497083
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,6,161,73.91304347826086,4722.5,-1055.5,1.6693834160170091,48,79.16666666666666,1526.5,-468.0,1.6886983983758177,14,71.42857142857143,74.0,-330.0,1.079059829059829,20.257449668605002
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,161,73.91304347826086,4429.5,-810.0,1.598621528481654,48,79.16666666666666,1403.0,-665.0,1.5995726495726497,14,71.42857142857143,74.0,-500.0,1.079059829059829,20.139187781069648
03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday,3,69,73.91304347826086,1594.5,-633.0,1.4522762728690966,19,78.94736842105263,579.0,-633.0,1.6185897435897436,4,75.0,69.0,-234.0,1.294871794871795,17.502449041747816
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,5,115,73.91304347826086,2654.5,-1069.0,1.4539158686730507,33,78.78787878787878,1111.5,-376.5,1.7339055793991416,11,72.72727272727273,106.0,-234.0,1.150997150997151,18.006477792256714
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday,5,115,73.91304347826086,2859.0,-963.5,1.507725093233884,33,78.78787878787878,988.0,-867.0,1.6031746031746033,10,70.0,5.0,-468.0,1.0071225071225072,18.23392338045391
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,7,161,73.91304347826086,3919.0,-1069.5,1.4927390457031495,47,78.72340425531915,1520.5,-408.5,1.6859914279269117,17,70.58823529411765,42.0,-266.0,1.035897435897436,19.199125371001077
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,8,207,73.91304347826086,5109.5,-1519.5,1.502606728310053,56,78.57142857142857,1759.5,-601.0,1.6554293164462657,18,77.77777777777779,478.0,-601.0,1.5106837606837606,20.301371393596455
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,8,207,73.91304347826086,5414.0,-1284.5,1.5623182384711258,61,77.04918032786885,1594.5,-835.0,1.5057890563045202,21,71.42857142857143,111.0,-835.0,1.079059829059829,20.507010174119223
