tokens,qtd_tokens,d365_trades,d365_winrate,d365_pnl_usd,d365_max_drawdown_usd,d365_profit_factor,d90_trades,d90_winrate,d90_pnl_usd,d90_max_drawdown_usd,d90_profit_factor,d30_trades,d30_winrate,d30_pnl_usd,d30_max_drawdown_usd,d30_profit_factor,score_robustez
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,190,72.10526315789474,4427.5,-1031.0,1.4845682390281274,54,83.33333333333334,2467.5,-468.0,2.244640605296343,19,84.21052631578947,914.0,-266.0,2.301994301994302,20.468787537273744
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 03:48|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,190,72.10526315789474,4602.0,-816.5,1.5167012855779487,52,80.76923076923077,1912.5,-596.0,1.862846830588766,17,70.58823529411765,42.0,-532.0,1.035897435897436,20.080600904534844
03:48|BUY|Tuesday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,190,72.10526315789474,4504.5,-1031.0,1.497185430463576,53,77.35849056603774,1361.5,-532.0,1.5071707953063884,17,76.47058823529412,377.0,-468.0,1.4027777777777777,19.872665686319646
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,190,72.10526315789474,4073.5,-1113.5,1.4263212977498692,56,75.0,994.5,-761.0,1.3154639175257732,20,75.0,345.0,-601.0,1.294871794871795,19.096847613539346
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,7,190,72.10526315789474,4160.5,-963.0,1.4409644939056703,58,72.41379310344827,526.5,-963.0,1.1454219030520647,20,70.0,10.0,-835.0,1.0071225071225072,18.969680464867558
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,190,72.10526315789474,3867.5,-1096.0,1.3954701160591032,58,72.41379310344827,403.0,-1096.0,1.1076388888888888,20,70.0,10.0,-798.0,1.0071225071225072,18.498186087020994
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,233,72.1030042918455,5108.5,-962.0,1.4408820229567618,69,75.36231884057972,1302.5,-793.0,1.3379167207160463,24,75.0,414.0,-596.0,1.294871794871795,20.315798394170294
03:48|BUY|Tuesday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,4,86,72.09302325581395,1729.0,-734.0,1.389589905362776,27,74.07407407407408,382.0,-734.0,1.2332112332112333,10,70.0,5.0,-367.0,1.0071225071225072,16.797595934647873
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|SELL|Sunday,4,86,72.09302325581395,1639.0,-899.0,1.3595086641807415,29,72.41379310344827,249.0,-899.0,1.1330128205128205,11,72.72727272727273,106.0,-500.0,1.150997150997151,16.565864281298186
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,129,72.09302325581395,2333.0,-1330.0,1.3349605168700647,43,72.09302325581395,323.0,-1330.0,1.1150284900284901,17,70.58823529411765,42.0,-601.0,1.035897435897436,16.68132576994804
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,8,197,72.08121827411168,3791.5,-1096.0,1.3655162440952473,58,74.13793103448276,956.5,-1096.0,1.2824450022146758,20,70.0,10.0,-766.0,1.0071225071225072,18.476034623230554
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday,6,154,72.07792207792207,3097.5,-875.0,1.3887912639638509,44,75.0,882.5,-835.0,1.3601305855947765,14,71.42857142857143,74.0,-835.0,1.079059829059829,18.14051204318463
03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday,4,111,72.07207207207207,2493.5,-1178.0,1.4583639705882352,28,78.57142857142857,941.5,-468.0,1.7352596641936744,7,71.42857142857143,37.0,-468.0,1.079059829059829,17.481071177795442
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,179,72.06703910614524,4295.5,-1101.0,1.5058290155440415,52,76.92307692307693,1260.5,-1101.0,1.4695474017507917,18,72.22222222222221,143.0,-734.0,1.1222222222222222,19.36429788342352
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,179,72.06703910614524,3570.0,-968.0,1.3859250851305336,51,76.47058823529412,1159.5,-477.5,1.4319240081951947,17,76.47058823529412,377.0,-468.0,1.4027777777777777,18.84168781927447
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,7,179,72.06703910614524,4054.5,-697.0,1.4642734455513569,56,75.0,994.5,-697.0,1.3154639175257732,20,70.0,10.0,-697.0,1.0071225071225072,19.278477356165883
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,179,72.06703910614524,3874.5,-702.0,1.4447058823529413,56,75.0,994.5,-702.0,1.3154639175257732,20,70.0,10.0,-702.0,1.0071225071225072,19.07390979296747
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,204,72.05882352941177,4475.0,-829.0,1.4430912421407,59,79.66101694915254,1967.5,-665.0,1.7329111566399702,23,78.26086956521739,648.0,-601.0,1.5538461538461539,20.19106792080037
03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,5,136,72.05882352941177,3260.5,-968.0,1.5047213622291022,39,76.92307692307693,952.5,-968.0,1.480453972257251,14,71.42857142857143,74.0,-601.0,1.079059829059829,18.420686132752696
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,136,72.05882352941177,2563.0,-835.0,1.3549124143183549,44,75.0,882.5,-509.5,1.3601305855947765,15,73.33333333333333,175.0,-298.0,1.186965811965812,17.7054614339262
10:30|BUY|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,204,72.05882352941177,4121.0,-980.5,1.3918231518897077,61,72.1311475409836,494.5,-899.0,1.1282916072123492,24,70.83333333333334,79.0,-702.0,1.0482295482295483,18.88642954854673
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,161,72.04968944099379,3781.0,-898.0,1.4914538246571782,45,82.22222222222221,1893.5,-468.0,2.0829282241921647,17,82.35294117647058,712.0,-468.0,2.0142450142450143,19.808180938691198
10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,161,72.04968944099379,3440.0,-980.5,1.4264022311744655,46,80.43478260869566,1659.5,-532.0,1.8370744010088271,19,78.94736842105263,579.0,-468.0,1.6185897435897436,19.05997872676126
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,6,161,72.04968944099379,3527.0,-1214.0,1.443787354513998,48,77.08333333333334,1191.5,-500.0,1.486227300550908,19,73.68421052631578,244.0,-468.0,1.2085470085470085,18.500133491595832
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,161,72.04968944099379,3234.0,-968.5,1.390014471780029,48,77.08333333333334,1068.0,-766.0,1.4149184149184149,19,73.68421052631578,244.0,-601.0,1.2085470085470085,18.398860608861863
10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,161,72.04968944099379,3427.0,-980.5,1.4224865931085495,47,72.3404255319149,420.5,-564.0,1.1440808634572555,18,72.22222222222221,143.0,-564.0,1.1222222222222222,18.302087924914783
03:48|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,4,93,72.04301075268818,1959.0,-662.0,1.4172968367238257,28,78.57142857142857,941.5,-243.5,1.7352596641936744,8,75.0,138.0,-234.0,1.294871794871795,17.597169340564072
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,211,72.03791469194313,4896.5,-949.5,1.480850437002848,61,75.40983606557377,1164.5,-798.0,1.3438653477041194,19,73.68421052631578,244.0,-500.0,1.2085470085470085,20.086344235791636
10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,4,118,72.03389830508475,2746.0,-1049.5,1.4850304689569902,32,84.375,1585.5,-234.0,2.5150501672240804,13,84.61538461538461,643.0,-234.0,2.373931623931624,18.834439530234697
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,5,118,72.03389830508475,2540.0,-639.5,1.4315324498810738,34,79.41176470588235,994.0,-468.0,1.606837606837607,13,76.92307692307693,308.0,-468.0,1.4387464387464388,18.352164361837517
10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,118,72.03389830508475,2199.0,-734.5,1.3512779552715655,35,77.14285714285715,760.0,-633.0,1.4059829059829059,15,73.33333333333333,175.0,-468.0,1.186965811965812,17.542977309589567
10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,143,72.02797202797203,2811.5,-1114.5,1.3880875146662985,42,78.57142857142857,1350.5,-532.0,1.6812105926860026,14,71.42857142857143,74.0,-532.0,1.079059829059829,17.787884717463502
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,168,72.02380952380952,4215.5,-917.5,1.5451312556575714,46,84.78260869565217,2329.5,-431.0,2.538131396500495,14,85.71428571428571,744.0,-266.0,2.58974358974359,20.570356928535418
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,168,72.02380952380952,3464.0,-968.0,1.4052172895829678,49,79.59183673469387,1627.5,-367.0,1.7342657342657342,17,76.47058823529412,377.0,-367.0,1.4027777777777777,18.906719490463317
03:48|BUY|Monday ; 10:30|BUY|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,168,72.02380952380952,3768.5,-633.0,1.4704450408838399,54,77.77777777777779,1462.5,-601.0,1.5447941888619854,20,70.0,10.0,-601.0,1.0071225071225072,19.19721488215368
03:48|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,168,72.02380952380952,3861.5,-1081.5,1.473745552692921,48,75.0,856.5,-729.0,1.3190538275284038,15,73.33333333333333,175.0,-431.0,1.186965811965812,18.872793171740543
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,193,72.02072538860104,4128.0,-835.0,1.428282409088551,57,75.43859649122807,1095.5,-835.0,1.347501982553529,20,75.0,345.0,-835.0,1.294871794871795,19.44528477251006
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,125,72.0,2974.5,-863.5,1.5019829550248924,35,82.85714285714286,1430.0,-633.0,2.0185185185185186,10,80.0,340.0,-367.0,1.7264957264957266,18.95584009788204
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday,5,125,72.0,2464.0,-1239.5,1.3802762558839416,34,82.35294117647058,1547.5,-376.5,2.2085122998828584,13,76.92307692307693,308.0,-234.0,1.4387464387464388,17.76857716086132
10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|SELL|Monday,3,75,72.0,1505.0,-575.5,1.3905033731188376,21,80.95238095238095,686.0,-266.0,1.732905982905983,9,77.77777777777779,239.0,-266.0,1.5106837606837606,17.45651130962677
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,6,150,72.0,3421.0,-879.0,1.4721551307708232,46,80.43478260869566,1659.5,-399.0,1.8370744010088271,19,73.68421052631578,244.0,-367.0,1.2085470085470085,18.920104787521392
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,225,72.0,4867.0,-1032.0,1.4336823345956784,67,77.61194029850746,1770.5,-1032.0,1.5228111619666322,25,76.0,515.0,-734.0,1.3668091168091168,20.14927934952105
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,200,72.0,3962.0,-968.0,1.3819347375524171,59,74.57627118644068,962.5,-695.5,1.2842167429499483,19,73.68421052631578,244.0,-601.0,1.2085470085470085,18.988958823190238
03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,125,72.0,2457.0,-839.5,1.3768693918245265,38,71.05263157894737,276.5,-839.5,1.1128341154866355,10,70.0,5.0,-367.0,1.0071225071225072,17.247000970771893
03:48|BUY|Tuesday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,207,71.98067632850241,4527.0,-847.5,1.4441065384804042,58,79.3103448275862,1848.5,-601.0,1.6885826038368412,22,72.72727272727273,212.0,-601.0,1.150997150997151,19.92355504907359
03:48|BUY|Tuesday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,182,71.97802197802197,4263.0,-867.5,1.4902535794376401,51,80.3921568627451,1829.5,-766.0,1.8254004060455673,18,77.77777777777779,478.0,-601.0,1.5106837606837606,19.99205250926598
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,182,71.97802197802197,4173.0,-797.0,1.4733170759371632,53,79.24528301886792,1696.5,-532.0,1.6923076923076923,19,78.94736842105263,579.0,-500.0,1.6185897435897436,19.956751845735386
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,182,71.97802197802197,4022.0,-671.5,1.4500643428635371,55,78.18181818181819,1563.5,-633.0,1.5824175824175823,20,75.0,345.0,-633.0,1.294871794871795,19.65745744975664
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,182,71.97802197802197,3832.0,-899.0,1.4169522876883738,54,77.77777777777779,1462.5,-899.0,1.5447941888619854,21,76.19047619047619,446.0,-601.0,1.3811965811965812,19.24616718390327
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,7,182,71.97802197802197,3919.0,-1231.0,1.4320599746430738,56,75.0,994.5,-931.0,1.3154639175257732,21,71.42857142857143,111.0,-564.0,1.079059829059829,18.639290743873843
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,182,71.97802197802197,3626.0,-1234.0,1.3851301115241637,56,75.0,871.0,-1234.0,1.2658730158730158,21,71.42857142857143,111.0,-835.0,1.079059829059829,18.296360880754932
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,182,71.97802197802197,3819.0,-879.5,1.413557853700796,55,70.9090909090909,223.5,-862.0,1.0617318049993094,20,70.0,10.0,-798.0,1.0071225071225072,18.596314596957534
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,6,157,71.97452229299363,3065.0,-1187.5,1.3751300410011627,43,79.06976744186046,1451.5,-702.0,1.732156368221942,14,78.57142857142857,409.0,-702.0,1.5826210826210827,18.332142070964977
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,157,71.97452229299363,3369.5,-936.0,1.4414674091057975,48,77.08333333333334,1286.5,-936.0,1.524994899000204,17,70.58823529411765,42.0,-936.0,1.035897435897436,18.45599806977771
10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,157,71.97452229299363,3358.0,-905.5,1.4279615115019435,43,76.74418604651163,1021.5,-477.5,1.460861718926235,12,75.0,207.0,-468.0,1.294871794871795,18.66512304312689
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,214,71.96261682242991,4520.0,-995.0,1.420015797054314,65,73.84615384615385,898.5,-995.0,1.2331041639641978,22,72.72727272727273,212.0,-835.0,1.150997150997151,19.469948807968635
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,189,71.95767195767195,3856.0,-968.0,1.3986972031225766,57,77.19298245614034,1430.5,-500.0,1.4901490491690936,19,73.68421052631578,244.0,-500.0,1.2085470085470085,19.026324048012576
03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,164,71.95121951219512,3492.0,-1049.5,1.42786252527109,45,80.0,1540.5,-468.0,1.777049180327869,18,72.22222222222221,143.0,-468.0,1.1222222222222222,18.67659558760171
03:48|BUY|Tuesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,5,139,71.94244604316546,3569.0,-838.0,1.5674536926623739,37,83.78378378378379,1755.5,-468.0,2.3709488481062087,12,83.33333333333334,542.0,-234.0,2.158119658119658,19.848554152834776
10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,139,71.94244604316546,3228.0,-847.5,1.4844301042995423,38,81.57894736842105,1521.5,-633.0,2.0046219874546054,14,78.57142857142857,409.0,-468.0,1.5826210826210827,19.06669350560857
03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,5,139,71.94244604316546,3138.0,-948.5,1.4625248728719875,40,80.0,1388.5,-468.0,1.7941092364884186,15,80.0,510.0,-367.0,1.7264957264957266,18.846269477188535
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,5,139,71.94244604316546,3315.0,-1283.0,1.5066096125926491,40,77.5,1053.5,-601.0,1.5313997477931904,14,71.42857142857143,74.0,-367.0,1.079059829059829,18.179282788337765
03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,139,71.94244604316546,3022.0,-1069.5,1.4387340301974447,40,77.5,930.0,-867.0,1.4415954415954415,14,71.42857142857143,74.0,-601.0,1.079059829059829,18.031907205942563
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,139,71.94244604316546,2932.0,-824.0,1.4183193037523185,42,76.19047619047619,797.0,-824.0,1.3405982905982905,15,73.33333333333333,175.0,-633.0,1.186965811965812,18.196754384259343
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,139,71.94244604316546,2591.0,-1191.0,1.3509413517540296,43,74.4186046511628,563.0,-1191.0,1.2187257187257188,17,70.58823529411765,42.0,-702.0,1.035897435897436,17.1955279533346
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,7,171,71.9298245614035,3813.0,-985.5,1.4556372109697078,54,77.77777777777779,1462.5,-665.0,1.5447941888619854,21,71.42857142857143,111.0,-500.0,1.079059829059829,18.936437127427524
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,228,71.9298245614035,4919.0,-798.0,1.4346750320328723,66,77.27272727272727,1651.5,-798.0,1.4876716373837295,24,70.83333333333334,79.0,-798.0,1.0482295482295483,20.153960518476254
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,171,71.9298245614035,3916.0,-878.5,1.4755601432995324,49,75.51020408163265,957.5,-601.0,1.3566772210840008,15,73.33333333333333,175.0,-601.0,1.186965811965812,19.148219470188184
03:48|BUY|Monday ; 03:48|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,114,71.9298245614035,2351.0,-601.0,1.4041254834550925,36,75.0,744.5,-431.0,1.3755359394703657,10,70.0,5.0,-266.0,1.0071225071225072,17.597107939595446
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,203,71.92118226600985,4655.0,-1133.0,1.4741050058562917,59,77.96610169491525,1632.5,-1133.0,1.5593626863114614,20,75.0,345.0,-734.0,1.294871794871795,19.83652831720304
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,203,71.92118226600985,4414.0,-692.0,1.438789204234803,63,76.19047619047619,1366.5,-692.0,1.4035139524582902,22,72.72727272727273,212.0,-633.0,1.150997150997151,19.798794876723232
03:48|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,146,71.91780821917808,3252.0,-1012.5,1.4551753096787738,41,80.48780487804879,1489.5,-367.0,1.8518730340291678,12,75.0,207.0,-367.0,1.294871794871795,18.660846375499023
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday,6,146,71.91780821917808,2856.0,-1256.5,1.3756658993752056,42,78.57142857142857,1350.5,-568.5,1.6812105926860026,15,73.33333333333333,175.0,-399.0,1.186965811965812,17.76218481653111
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|SELL|Monday,7,178,71.91011235955057,4061.5,-1102.0,1.484001668354883,52,80.76923076923077,1930.5,-734.0,1.8709677419354838,20,70.0,10.0,-601.0,1.0071225071225072,19.172974442771476
